match_id,season,season_year,half,round,date,home_team_id,home_team,away_team_id,away_team,home_goals,away_goals,home_goals_ht,away_goals_ht,venue,result_home,involves_cruz_azul,inconsistency_note
1028,Apertura 2010,2010,apertura,4,2010-07-22,T001,Cruz Azul,T008,Atlas Guadalajara,1,2,1,0,Estadio Ciudad de los Deportes,L,1,
1029,Apertura 2010,2010,apertura,4,2010-07-22,T017,Club Puebla,T018,Dorados Sinaloa,3,1,1,1,Estadio Cuauhtémoc,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1030,Apertura 2010,2010,apertura,4,2010-07-22,T009,Santos Laguna,T014,A. San Luis,3,4,1,2,Estadio Corona,L,0,
1031,Apertura 2010,2010,apertura,4,2010-07-22,T010,Toluca FC,T003,Monterrey,2,2,1,0,Estadio Nemesio Díez,D,0,
1032,Apertura 2010,2010,apertura,5,2010-07-29,T008,Atlas,T015,Necaxa,2,0,0,0,Estadio Jalisco,W,0,
1033,Apertura 2010,2010,apertura,5,2010-07-29,T018,Dorados Sinaloa,T003,Rayados,3,0,1,0,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1034,Apertura 2010,2010,apertura,5,2010-07-29,T012,Club Tijuana,T013,Juárez,1,0,1,0,Estadio Caliente,W,0,
1035,Apertura 2010,2010,apertura,5,2010-07-29,T002,América,T010,Toluca,0,0,0,0,Estadio Azteca,D,0,
1036,Apertura 2010,2010,apertura,5,2010-07-29,T006,León,T007,Pumas UNAM,1,0,0,0,Estadio León,W,0,
1037,Apertura 2010,2010,apertura,5,2010-07-29,T011,Monarcas Morelia,T016,Querétaro FC,2,2,2,1,Estadio Morelos,D,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1038,Apertura 2010,2010,apertura,5,2010-07-29,T009,Santos Laguna FC,T014,A. San Luis,3,1,1,1,Estadio Corona,W,0,
1039,Apertura 2010,2010,apertura,5,2010-07-29,T004,Guadalajara,T001,Cruz Azul FC,0,2,0,0,Estadio Akron,L,1,
1040,Apertura 2010,2010,apertura,6,2010-08-05,T004,Deportivo Guadalajara,T003,Monterrey,2,1,1,0,Estadio Akron,W,0,
1041,Apertura 2010,2010,apertura,6,2010-08-05,T017,La Franja,T016,Gallos Blancos,3,1,1,1,Estadio Cuauhtémoc,W,0,
1042,Apertura 2010,2010,apertura,6,2010-08-05,T018,Dorados Sinaloa,T009,Santos Laguna FC,3,2,2,0,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1043,Apertura 2010,2010,apertura,6,2010-08-05,T013,FC Juárez,T001,C. Azul,2,1,2,0,Estadio Olímpico Benito Juárez,W,1,
1044,Apertura 2010,2010,apertura,6,2010-08-05,T014,San Luis,T010,Deportivo Toluca,0,0,0,0,Estadio Alfonso Lastras,D,0,
1045,Apertura 2010,2010,apertura,6,2010-08-05,T002,Club América,T008,Atlas,1,0,1,0,Estadio Azteca,W,0,
1046,Apertura 2010,2010,apertura,6,2010-08-05,T007,Pumas UNAM,T006,León,1,3,0,1,Estadio Olímpico Universitario,L,0,
1047,Apertura 2010,2010,apertura,6,2010-08-05,T012,Tijuana,T015,Necaxa,4,2,0,2,Estadio Caliente,W,0,
1048,Apertura 2010,2010,apertura,7,2010-08-12,T017,La Franja,T007,Pumas,0,3,0,2,Estadio Cuauhtémoc,L,0,
1049,Apertura 2010,2010,apertura,7,2010-08-12,T002,América,T008,Atlas Guadalajara,0,2,0,2,Estadio Azteca,L,0,
1050,Apertura 2010,2010,apertura,7,2010-08-12,T013,Juárez,T003,Rayados,2,2,2,1,Estadio Olímpico Benito Juárez,D,0,
1051,Apertura 2010,2010,apertura,7,2010-08-12,T006,León,T011,Monarcas Morelia,2,0,0,0,Estadio León,W,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1052,Apertura 2010,2010,apertura,7,2010-08-12,T004,Guadalajara,T012,Xoloitzcuintles,3,1,0,0,Estadio Akron,W,0,
1053,Apertura 2010,2010,apertura,7,2010-08-12,T015,Necaxa,T014,Atlético San Luis,0,2,0,1,Estadio Victoria,L,0,
1054,Apertura 2010,2010,apertura,7,2010-08-12,T018,Dorados Sinaloa,T016,Querétaro FC,2,1,0,1,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1055,Apertura 2010,2010,apertura,7,2010-08-12,T010,Toluca FC,T005,UANL Tigres,2,1,0,1,Estadio Nemesio Díez,W,0,
1056,Apertura 2010,2010,apertura,8,2010-08-19,T006,Club León,T003,Monterrey,1,0,0,0,Estadio León,W,0,
1057,Apertura 2010,2010,apertura,8,2010-08-19,T007,Pumas,T013,Bravos de Juárez,1,1,1,0,Estadio Olímpico Universitario,D,0,
1058,Apertura 2010,2010,apertura,8,2010-08-19,T018,Dorados Sinaloa,T017,Club Puebla,1,0,0,0,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1059,Apertura 2010,2010,apertura,8,2010-08-19,T016,Querétaro FC,T010,Toluca,1,3,1,2,Estadio Corregidora,L,0,
1060,Apertura 2010,2010,apertura,8,2010-08-19,T002,Club América,T014,San Luis,1,1,1,1,Estadio Azteca,D,0,
1061,Apertura 2010,2010,apertura,8,2010-08-19,T009,Santos Laguna FC,T004,Guadalajara,1,0,1,0,Estadio Corona,W,0,
1062,Apertura 2010,2010,apertura,8,2010-08-19,T012,Xoloitzcuintles,T011,Monarcas Morelia,0,4,0,2,Estadio Caliente,L,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1063,Apertura 2010,2010,apertura,8,2010-08-19,T015,Club Necaxa,T008,Club Atlas,3,2,3,2,Estadio Victoria,W,0,
1064,Apertura 2010,2010,apertura,9,2010-08-26,T008,Club Atlas,T011,Monarcas Morelia,1,1,0,0,Estadio Jalisco,D,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1065,Apertura 2010,2010,apertura,9,2010-08-26,T013,Bravos de Juárez,T007,Pumas,1,0,0,0,Estadio Olímpico Benito Juárez,W,0,
1066,Apertura 2010,2010,apertura,9,2010-08-26,T010,Toluca FC,T015,Club Necaxa,0,1,0,0,Estadio Nemesio Díez,L,0,
1067,Apertura 2010,2010,apertura,9,2010-08-26,T005,Tigres UANL,T017,Puebla FC,0,2,0,0,Estadio Universitario,L,0,
1068,Apertura 2010,2010,apertura,9,2010-08-26,T016,Gallos Blancos,T004,Guadalajara,2,4,1,3,Estadio Corregidora,L,0,
1069,Apertura 2010,2010,apertura,9,2010-08-26,T006,Club León,T003,Rayados,1,1,1,1,Estadio León,D,0,
1070,Apertura 2010,2010,apertura,9,2010-08-26,T001,Cruz Azul,T018,Dorados Sinaloa,3,0,0,0,Estadio Ciudad de los Deportes,W,1,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1071,Apertura 2010,2010,apertura,9,2010-08-26,T009,Santos,T014,San Luis,1,2,1,2,Estadio Corona,L,0,
1072,Apertura 2010,2010,apertura,10,2010-09-02,T016,Gallos Blancos,T012,Tijuana,0,4,0,1,Estadio Corregidora,L,0,
1073,Apertura 2010,2010,apertura,10,2010-09-02,T013,Juárez,T009,Santos Laguna FC,1,2,1,0,Estadio Olímpico Benito Juárez,L,0,
1074,Apertura 2010,2010,apertura,10,2010-09-02,T014,A. San Luis,T007,UNAM Pumas,1,3,1,3,Estadio Alfonso Lastras,L,0,
1075,Apertura 2010,2010,apertura,10,2010-09-02,T011,Monarcas Morelia,T010,Toluca FC,2,2,2,2,Estadio Morelos,D,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1076,Apertura 2010,2010,apertura,10,2010-09-02,T015,Necaxa,T005,Tigres UANL,3,0,3,0,Estadio Victoria,W,0,
1077,Apertura 2010,2010,apertura,10,2010-09-02,T006,León,T001,C. Azul,3,0,3,0,Estadio León,W,1,
1078,Apertura 2010,2010,apertura,10,2010-09-02,T004,Chivas,T002,CF América,2,1,0,0,Estadio Akron,W,0,
1079,Apertura 2010,2010,apertura,10,2010-09-02,T018,Dorados Sinaloa,T008,Club Atlas,2,1,1,0,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1080,Apertura 2010,2010,apertura,11,2010-09-09,T013,Juárez,T007,Pumas UNAM,2,0,1,0,Estadio Olímpico Benito Juárez,W,0,
1081,Apertura 2010,2010,apertura,11,2010-09-09,T003,Monterrey,T005,UANL Tigres,3,1,2,1,Estadio BBVA,W,0,
1082,Apertura 2010,2010,apertura,11,2010-09-09,T006,Club León,T016,Gallos Blancos,2,0,0,0,Estadio León,W,0,
1083,Apertura 2010,2010,apertura,11,2010-09-09,T008,Atlas,T014,San Luis,2,0,1,0,Estadio Jalisco,W,0,
1084,Apertura 2010,2010,apertura,11,2010-09-09,T002,CF América,T009,Santos Laguna,1,2,0,0,Estadio Azteca,L,0,
1085,Apertura 2010,2010,apertura,11,2010-09-09,T001,Cruz Azul FC,T004,Chivas,4,1,3,1,Estadio Ciudad de los Deportes,W,1,
1086,Apertura 2010,2010,apertura,11,2010-09-09,T018,Dorados Sinaloa,T012,Tijuana,0,1,0,0,Estadio de Mazatlán,L,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1087,Apertura 2010,2010,apertura,11,2010-09-09,T011,Monarcas Morelia,T017,Club Puebla,3,0,0,0,Estadio Morelos,W,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1088,Apertura 2010,2010,apertura,12,2010-09-16,T015,Necaxa,T013,Juárez,4,1,3,1,Estadio Victoria,W,0,
1089,Apertura 2010,2010,apertura,12,2010-09-16,T001,Cruz Azul,T007,Pumas,1,2,1,1,Estadio Ciudad de los Deportes,L,1,
1090,Apertura 2010,2010,apertura,12,2010-09-16,T006,León FC,T009,Santos Laguna FC,1,0,1,0,Estadio León,W,0,
1091,Apertura 2010,2010,apertura,12,2010-09-16,T004,Deportivo Guadalajara,T012,Tijuana,3,3,1,2,Estadio Akron,D,0,
1092,Apertura 2010,2010,apertura,12,2010-09-16,T008,Club Atlas,T014,San Luis,1,3,0,0,Estadio Jalisco,L,0,
1093,Apertura 2010,2010,apertura,12,2010-09-16,T005,Tigres UANL,T003,Monterrey,4,2,0,0,Estadio Universitario,W,0,
1094,Apertura 2010,2010,apertura,12,2010-09-16,T011,Monarcas Morelia,T010,Toluca FC,1,3,0,2,Estadio Morelos,L,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1095,Apertura 2010,2010,apertura,12,2010-09-16,T002,CF América,T018,Dorados Sinaloa,1,1,1,1,Estadio Azteca,D,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1096,Apertura 2010,2010,apertura,13,2010-09-23,T007,UNAM Pumas,T008,Atlas,2,0,1,0,Estadio Olímpico Universitario,W,0,
1097,Apertura 2010,2010,apertura,13,2010-09-23,T006,León FC,T003,CF Monterrey,0,4,0,2,Estadio León,L,0,
1098,Apertura 2010,2010,apertura,13,2010-09-23,T017,Puebla FC,T005,Tigres UANL,2,3,2,1,Estadio Cuauhtémoc,L,0,
1099,Apertura 2010,2010,apertura,13,2010-09-23,T018,Dorados Sinaloa,T011,Monarcas Morelia,2,3,0,2,Estadio de Mazatlán,L,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1100,Apertura 2010,2010,apertura,13,2010-09-23,T004,Chivas,T015,Necaxa,3,1,2,0,Estadio Akron,W,0,
1101,Apertura 2010,2010,apertura,13,2010-09-23,T010,Deportivo Toluca,T001,Cruz Azul,2,3,2,1,Estadio Nemesio Díez,L,1,
1102,Apertura 2010,2010,apertura,13,2010-09-23,T009,Santos Laguna,T016,Gallos Blancos,2,0,2,0,Estadio Corona,W,0,
1103,Apertura 2010,2010,apertura,13,2010-09-23,T013,FC Juárez,T014,San Luis,4,2,1,1,Estadio Olímpico Benito Juárez,W,0,
1104,Apertura 2010,2010,apertura,14,2010-09-30,T001,Cruz Azul FC,T006,León FC,0,2,0,2,Estadio Ciudad de los Deportes,L,1,
1105,Apertura 2010,2010,apertura,14,2010-09-30,T014,San Luis,T011,Monarcas Morelia,2,1,2,0,Estadio Alfonso Lastras,W,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1106,Apertura 2010,2010,apertura,14,2010-09-30,T002,América,T010,Toluca FC,2,2,0,0,Estadio Azteca,D,0,
1107,Apertura 2010,2010,apertura,14,2010-09-30,T018,Dorados Sinaloa,T005,Tigres,0,2,0,0,Estadio de Mazatlán,L,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1108,Apertura 2010,2010,apertura,14,2010-09-30,T008,Club Atlas,T007,UNAM Pumas,4,4,1,1,Estadio Jalisco,D,0,
1109,Apertura 2010,2010,apertura,14,2010-09-30,T009,Santos,T015,Club Necaxa,0,4,0,1,Estadio Corona,L,0,
1110,Apertura 2010,2010,apertura,14,2010-09-30,T012,Tijuana,T003,Rayados,2,1,2,0,Estadio Caliente,W,0,
1111,Apertura 2010,2010,apertura,14,2010-09-30,T016,Gallos Blancos,T013,Juárez,1,1,0,0,Estadio Corregidora,D,0,
1112,Apertura 2010,2010,apertura,15,2010-10-07,T009,Santos,T016,Querétaro,0,2,0,1,Estadio Corona,L,0,
1113,Apertura 2010,2010,apertura,15,2010-10-07,T018,Dorados Sinaloa,T015,Necaxa,3,1,3,1,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1114,Apertura 2010,2010,apertura,15,2010-10-07,T010,Toluca FC,T002,CF América,0,3,0,1,Estadio Nemesio Díez,L,0,
1115,Apertura 2010,2010,apertura,15,2010-10-07,T012,Tijuana,T011,Monarcas Morelia,0,2,0,0,Estadio Caliente,L,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1116,Apertura 2010,2010,apertura,15,2010-10-07,T007,Pumas,T006,León FC,1,3,1,2,Estadio Olímpico Universitario,L,0,
1117,Apertura 2010,2010,apertura,15,2010-10-07,T004,Deportivo Guadalajara,T014,A. San Luis,4,0,3,0,Estadio Akron,W,0,
1118,Apertura 2010,2010,apertura,15,2010-10-07,T001,Cruz Azul,T013,FC Juárez,2,3,2,1,Estadio Ciudad de los Deportes,L,1,
1119,Apertura 2010,2010,apertura,15,2010-10-07,T005,UANL Tigres,T003,Monterrey,2,3,2,3,Estadio Universitario,L,0,
1120,Apertura 2010,2010,apertura,16,2010-10-14,T008,Club Atlas,T006,Club León,0,0,0,0,Estadio Jalisco,D,0,
1121,Apertura 2010,2010,apertura,16,2010-10-14,T009,Santos Laguna FC,T003,CF Monterrey,1,0,1,0,Estadio Corona,W,0,
1122,Apertura 2010,2010,apertura,16,2010-10-14,T005,Tigres UANL,T001,C. Azul,2,3,2,3,Estadio Universitario,L,1,
1123,Apertura 2010,2010,apertura,16,2010-10-14,T018,Dorados Sinaloa,T014,A. San Luis,0,0,0,0,Estadio de Mazatlán,D,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1124,Apertura 2010,2010,apertura,16,2010-10-14,T012,Club Tijuana,T002,CF América,2,3,2,0,Estadio Caliente,L,0,
1125,Apertura 2010,2010,apertura,16,2010-10-14,T017,Club Puebla,T007,Pumas UNAM,0,4,0,3,Estadio Cuauhtémoc,L,0,
1126,Apertura 2010,2010,apertura,16,2010-10-14,T004,Chivas,T011,Monarcas Morelia,3,1,1,1,Estadio Akron,W,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1127,Apertura 2010,2010,apertura,16,2010-10-14,T016,Querétaro,T015,Impulsora Necaxa,3,1,2,0,Estadio Corregidora,W,0,
1128,Apertura 2010,2010,apertura,17,2010-10-21,T012,Xoloitzcuintles,T014,Atlético San Luis,2,2,0,0,Estadio Caliente,D,0,
1129,Apertura 2010,2010,apertura,17,2010-10-21,T016,Gallos Blancos,T007,UNAM Pumas,1,2,0,1,Estadio Corregidora,L,0,
1130,Apertura 2010,2010,apertura,17,2010-10-21,T009,Santos Laguna FC,T004,Chivas,2,0,2,0,Estadio Corona,W,0,
1131,Apertura 2010,2010,apertura,17,2010-10-21,T008,Atlas Guadalajara,T005,UANL Tigres,3,0,2,0,Estadio Jalisco,W,0,
1132,Apertura 2010,2010,apertura,17,2010-10-21,T001,Cruz Azul FC,T018,Dorados Sinaloa,1,2,1,1,Estadio Ciudad de los Deportes,L,1,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1133,Apertura 2010,2010,apertura,17,2010-10-21,T002,Club América,T006,León FC,3,0,1,0,Estadio Azteca,W,0,
1134,Apertura 2010,2010,apertura,17,2010-10-21,T010,Toluca FC,T017,La Franja,0,0,0,0,Estadio Nemesio Díez,D,0,
1135,Apertura 2010,2010,apertura,17,2010-10-21,T003,CF Monterrey,T013,Bravos de Juárez,2,1,2,1,Estadio BBVA,W,0,
1136,Clausura 2011,2011,clausura,1,2011-01-01,T015,Impulsora Necaxa,T005,Tigres UANL,3,1,0,1,Estadio Victoria,W,0,
1137,Clausura 2011,2011,clausura,1,2011-01-01,T004,Chivas,T012,Club Tijuana,1,0,0,0,Estadio Akron,W,0,
1138,Clausura 2011,2011,clausura,1,2011-01-01,T014,San Luis,T007,UNAM Pumas,1,2,1,1,Estadio Alfonso Lastras,L,0,
1139,Clausura 2011,2011,clausura,1,2011-01-01,T002,América,T016,Querétaro FC,3,0,1,0,Estadio Azteca,W,0,
1140,Clausura 2011,2011,clausura,1,2011-01-01,T006,León FC,T009,Santos Laguna FC,0,3,0,0,Estadio León,L,0,
1141,Clausura 2011,2011,clausura,1,2011-01-01,T010,Toluca FC,T017,Club Puebla,0,1,0,0,Estadio Nemesio Díez,L,0,
1142,Clausura 2011,2011,clausura,1,2011-01-01,T013,Bravos de Juárez,T008,Club Atlas,3,1,0,0,Estadio Olímpico Benito Juárez,W,0,
1143,Clausura 2011,2011,clausura,1,2011-01-01,T011,Monarcas Morelia,T001,Cruz Azul,1,1,0,1,Estadio Morelos,D,1,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1144,Clausura 2011,2011,clausura,2,2011-01-08,T009,Santos Laguna FC,T017,Puebla FC,1,2,0,0,Estadio Corona,L,0,
1145,Clausura 2011,2011,clausura,2,2011-01-08,T007,Pumas,T003,Monterrey,2,1,0,0,Estadio Olímpico Universitario,W,0,
1146,Clausura 2011,2011,clausura,2,2011-01-08,T006,León,T014,A. San Luis,1,1,1,0,Estadio León,D,0,
1147,Clausura 2011,2011,clausura,2,2011-01-08,T001,Cruz Azul,T011,Monarcas Morelia,3,2,0,0,Estadio Ciudad de los Deportes,W,1,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1148,Clausura 2011,2011,clausura,2,2011-01-08,T015,Necaxa,T013,Juárez,4,1,2,0,Estadio Victoria,W,0,
1149,Clausura 2011,2011,clausura,2,2011-01-08,T004,Guadalajara,T002,Club América,1,0,0,0,Estadio Akron,W,0,
1150,Clausura 2011,2011,clausura,2,2011-01-08,T010,Toluca,T012,Tijuana,3,1,0,1,Estadio Nemesio Díez,W,0,
1151,Clausura 2011,2011,clausura,2,2011-01-08,T018,Dorados Sinaloa,T005,UANL Tigres,3,2,2,2,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1152,Clausura 2011,2011,clausura,3,2011-01-15,T007,Pumas,T012,Xoloitzcuintles,2,2,1,0,Estadio Olímpico Universitario,D,0,
1153,Clausura 2011,2011,clausura,3,2011-01-15,T010,Deportivo Toluca,T016,Gallos Blancos,3,0,1,0,Estadio Nemesio Díez,W,0,
1154,Clausura 2011,2011,clausura,3,2011-01-15,T006,León,T018,Dorados Sinaloa,2,3,2,2,Estadio León,L,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1155,Clausura 2011,2011,clausura,3,2011-01-15,T014,San Luis,T009,Santos,1,2,1,0,Estadio Alfonso Lastras,L,0,
1156,Clausura 2011,2011,clausura,3,2011-01-15,T001,Cruz Azul,T002,Club América,3,2,3,1,Estadio Ciudad de los Deportes,W,1,
1157,Clausura 2011,2011,clausura,3,2011-01-15,T003,Rayados,T013,Bravos de Juárez,0,1,0,1,Estadio BBVA,L,0,
1158,Clausura 2011,2011,clausura,3,2011-01-15,T008,Atlas Guadalajara,T017,Club Puebla,0,0,0,0,Estadio Jalisco,D,0,
1159,Clausura 2011,2011,clausura,3,2011-01-15,T015,Necaxa,T005,UANL Tigres,2,0,2,0,Estadio Victoria,W,0,
1160,Clausura 2011,2011,clausura,4,2011-01-22,T008,Club Atlas,T011,Monarcas Morelia,1,2,1,1,Estadio Jalisco,L,0,ALERTA: 'Monarcas Morelia' renombrado 'Mazatlán FC' desde 2020 — mismo club_id T011
1161,Clausura 2011,2011,clausura,4,2011-01-22,T009,Santos Laguna FC,T003,Monterrey,1,1,0,0,Estadio Corona,D,0,
1162,Clausura 2011,2011,clausura,4,2011-01-22,T015,Necaxa,T012,Xoloitzcuintles,0,0,0,0,Estadio Victoria,D,0,
1163,Clausura 2011,2011,clausura,4,2011-01-22,T013,Bravos de Juárez,T016,Querétaro FC,0,3,0,1,Estadio Olímpico Benito Juárez,L,0,
1164,Clausura 2011,2011,clausura,4,2011-01-22,T007,UNAM Pumas,T002,CF América,1,3,0,1,Estadio Olímpico Universitario,L,0,
1165,Clausura 2011,2011,clausura,4,2011-01-22,T006,León,T014,San Luis,0,4,0,1,Estadio León,L,0,
1166,Clausura 2011,2011,clausura,4,2011-01-22,T017,La Franja,T004,Guadalajara,0,2,0,0,Estadio Cuauhtémoc,L,0,
1167,Clausura 2011,2011,clausura,4,2011-01-22,T005,UANL Tigres,T001,Cruz Azul FC,2,1,0,1,Estadio Universitario,W,1,
1168,Clausura 2011,2011,clausura,5,2011-01-29,T018,Dorados Sinaloa,T012,Xoloitzcuintles,3,0,0,0,Estadio de Mazatlán,W,0,ALERTA: 'Dorados Sinaloa' → 'Mazatlán FC' (2020) — club_id T018
1169,Clausura 2011,2011,clausura,5,2011-01-29,T007,Pumas,T002,América,2,2,1,1,Estadio Olímpico Universitario,D,0,
1170,Clausura 2011,2011,clausura,5,2011-01-29,T004,Deportivo Guadalajara,T009,Santos Laguna FC,1,1,1,0,Estadio Akron,D,0,
1171,Clausura 2011,2011,clausura,5,2011-01-29,T016,Gallos Blancos,T006,Club León,1,2,0,1,Estadio Corregidora,L,0,
